"No","Category","CategoryOfSequences_E","FXY1","Title_E","SubTitle_E","FXY2","ElementName_E","ExistingElementName_E","Note_E","Status"
5056.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"008029","Surface type","Remotely sensed surface type",,"Validation"
5057.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"040018","GIacAvgImagIIS - Average of imager measurements","Average of imager measurements",,"Validation"
5058.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"040019","GIacVarImagIIS - Variance of imager measurements","Variance of imager measurements",,"Validation"
5059.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"040021","Fraction of weighted AVHRR pixel in IASI FOV (Field of View) covered with snow/ice","Fraction of weighted AVHRR pixel in IASI FOV covered with snow/ice",,"Validation"
5060.00,"40","Additional satellite report sequences","340007","(IASI Level 1c data (all channels))",,"040022","Number of missing, bad or failed AVHRR pixels","Number of missing, bad or failed AVHRR pixels",,"Validation"
5061.00,"40","Additional satellite report sequences","340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Satellite processing information","001007","Satellite identifier","Satellite identifier",,"Validation"
5062.00,"40","Additional satellite report sequences","340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Satellite processing information","001031","Identification of originating/generating centre","Identification of originating/generating centre",,"Validation"
5063.00,"40","Additional satellite report sequences","340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Satellite processing information","002019","Satellite instruments","Satellite instruments",,"Validation"
5064.00,"40","Additional satellite report sequences","340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Satellite processing information","002020","Satellite classification","Satellite classification",,"Validation"
5065.00,"40","Additional satellite report sequences","340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Date and time","004001","Year","Year",,"Validation"
5066.00,"40","Additional satellite report sequences","340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Date and time","004002","Month","Month",,"Validation"
5067.00,"40","Additional satellite report sequences","340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Date and time","004003","Day","Day",,"Validation"
5068.00,"40","Additional satellite report sequences","340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Date and time","004004","Hour","Hour",,"Validation"
5069.00,"40","Additional satellite report sequences","340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Date and time","004005","Minute","Minute",,"Validation"
5070.00,"40","Additional satellite report sequences","340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Date and time","202131","Change scale","Add 3 to scale",,"Validation"
5071.00,"40","Additional satellite report sequences","340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Date and time","201138","Change data width","Add 10 to width",,"Validation"
5072.00,"40","Additional satellite report sequences","340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Date and time","004006","Second","Second",,"Validation"
5073.00,"40","Additional satellite report sequences","340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Date and time","201000","Change data width","Reset width",,"Validation"
5074.00,"40","Additional satellite report sequences","340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Date and time","202000","Change scale","Reset scale",,"Validation"
5075.00,"40","Additional satellite report sequences","340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Location information","005001","Latitude (high accuracy)","Latitude (high accuracy)",,"Validation"
5076.00,"40","Additional satellite report sequences","340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Location information","006001","Longitude (high accuracy)","Longitude (high accuracy)",,"Validation"
5077.00,"40","Additional satellite report sequences","340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Location information","007024","Satellite zenith angle","Satellite zenith angle",,"Validation"
5078.00,"40","Additional satellite report sequences","340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Location information","005021","Bearing or azimuth","Bearing or azimuth",,"Validation"
5079.00,"40","Additional satellite report sequences","340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Location information","007025","Solar zenith angle","Solar zenith angle",,"Validation"
5080.00,"40","Additional satellite report sequences","340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Location information","005022","Solar azimuth","Solar azimuth",,"Validation"
5081.00,"40","Additional satellite report sequences","340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Location information","005043","Field of view number","Field of view number",,"Validation"
5082.00,"40","Additional satellite report sequences","340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Location information","005040","Orbit number","Orbit number",,"Validation"
5083.00,"40","Additional satellite report sequences","340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Location information","201133","Change data width","Add 5 to width",,"Validation"
5084.00,"40","Additional satellite report sequences","340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Location information","005041","Scan line number","Scan line number",,"Validation"
5085.00,"40","Additional satellite report sequences","340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Location information","201000","Change data width","Reset width",,"Validation"
5086.00,"40","Additional satellite report sequences","340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Location information","201132","Change data width","Add 4 to width",,"Validation"
5087.00,"40","Additional satellite report sequences","340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Location information","025070","Major frame count","Major frame count",,"Validation"
5088.00,"40","Additional satellite report sequences","340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Location information","201000","Change data width","Reset width",,"Validation"
5089.00,"40","Additional satellite report sequences","340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Location information","202126","Change scale","Subtract 2 from scale",,"Validation"
5090.00,"40","Additional satellite report sequences","340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Location information","007001","Height of station","Height of station",,"Validation"
5091.00,"40","Additional satellite report sequences","340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Location information","202000","Change scale","Reset scale",,"Validation"
5092.00,"40","Additional satellite report sequences","340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Quality information","103003","Replication descriptor","Repeat next 3 descriptor 3 times",,"Validation"
5093.00,"40","Additional satellite report sequences","340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Quality information","025140","Start channel","Start channel",,"Validation"
5094.00,"40","Additional satellite report sequences","340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Quality information","025141","End channel","End channel",,"Validation"
5095.00,"40","Additional satellite report sequences","340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Quality information","033060","GqisFlagQual - individual IASI-System quality flag","GqisFlagQual",,"Validation"
5096.00,"40","Additional satellite report sequences","340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Quality information","033061","GqisQualIndex - indicator for instrument noise performance (contributions from spectral and radiometric calibration)","GqisQualIndex",,"Validation"
5097.00,"40","Additional satellite report sequences","340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Quality information","033062","GqisQualIndexLoc - indicator for geometric quality index","GqisQualIndexLoc",,"Validation"
5098.00,"40","Additional satellite report sequences","340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Quality information","033063","GqisQualIndexRad - indicator for instrument noise performance (contributions from radiometric calibration)","GqisQualIndexRad",,"Validation"
5099.00,"40","Additional satellite report sequences","340008","(IASI sequence combining PC scores, channel selection and enhanced data)","Quality information","033064","GqisQualIndexSpect - indicator for instrument noise performance (contributions from spectral calibration)","GqisQualIndexSpect",,"Validation"
